Project,TC,Approach,Policy,# Correct,# Missed,# java.io. Missed,# <clinit> Missed,#Excluded missing edges,# Actual (minus java.io.*/<clinit>/excluded),Missed relevant nodes,# Missing relevant nodes (in RCG not in SCG)
castor,TC_TableAccessModeType_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Array,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_AccessMode_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_VisibilityType_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_VisibilityType_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldMappingCollectionType_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeVisibilityType_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldMappingCollectionType_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeVisibilityType_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_List,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_EventListenerList_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_AccessMode_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_AccessMode_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_List,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldMappingCollectionType_Map,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_VisibilityType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Set,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_VisibilityType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_List,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_List,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_List,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_VisibilityType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldMappingCollectionType_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_EventListenerList_Array,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeVisibilityType_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_Array,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeVisibilityType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_List,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeVisibilityType_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_EventListenerList_Map,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_AccessMode_Map,WALA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_FieldTypeCollectionType_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlAutoNamingType_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType_List,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_BindXmlNodeType_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_ClassMappingAccessType_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
castor,TC_AccessMode_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_TableAccessModeType_List,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_EventListenerList_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
castor,TC_BindingType2_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
castor,TC_SqlDirtyType_Array,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,SALSA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_List,SENECA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Array,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
james,TC_MailImpl_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_List,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Array,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_List,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Set,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Set,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Simple,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_GraphLayoutCache_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Set,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Map,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_List,SALSA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Simple,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphCellEditor_Simple,SENECA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_Array,SALSA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializablePoint2D_List,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Map,WALA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_AttributeMap_SerializableRectangle2D_Array,WALA,0-1-CFA,0,0,0,0,0,0,,0
jgraph,TC_DefaultGraphModel_Map,SENECA,1-CFA,0,0,0,0,0,0,,0
jgraph,TC_JGraph_Array,SENECA,1-CFA,0,0,0,0,0,0,,0
jpf,TC_Version_Map,SENECA,0-1-CFA,0,0,0,0,0,0,,0
