ProjectName	TestCase	ApproachName	Policy	Time (ms)
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	SALSA	0-1-CFA	270
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	SALSA	0-1-CFA	125
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	SALSA	0-1-CFA	116
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	SALSA	0-1-CFA	204
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	SALSA	0-1-CFA	69
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	SALSA	0-1-CFA	145
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	SALSA	0-1-CFA	194
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SALSA	0-1-CFA	119
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	SALSA	0-1-CFA	171
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	SALSA	0-1-CFA	179
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	SALSA	0-1-CFA	111
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	SALSA	0-1-CFA	297
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	SALSA	0-1-CFA	111
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	SALSA	0-1-CFA	117
castor-testcases.jar	Ltestcases/TC_BindingType_List	SALSA	0-1-CFA	203
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	SALSA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	SALSA	0-1-CFA	152
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	SALSA	0-1-CFA	223
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	SALSA	0-1-CFA	120
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	SALSA	0-1-CFA	179
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	SALSA	0-1-CFA	165
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	SALSA	0-1-CFA	151
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	SALSA	0-1-CFA	253
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	SALSA	0-1-CFA	85
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	SALSA	0-1-CFA	122
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	SALSA	0-1-CFA	122
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	SALSA	0-1-CFA	142
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	SALSA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_BindingType_Array	SALSA	0-1-CFA	131
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	SALSA	0-1-CFA	142
castor-testcases.jar	Ltestcases/TC_BindingType_Set	SALSA	0-1-CFA	206
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	SALSA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	SALSA	0-1-CFA	117
castor-testcases.jar	Ltestcases/TC_BindingType2_List	SALSA	0-1-CFA	268
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	SALSA	0-1-CFA	90
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	SALSA	0-1-CFA	114
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	SALSA	0-1-CFA	183
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	SALSA	0-1-CFA	154
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	SALSA	0-1-CFA	75
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	SALSA	0-1-CFA	153
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	SALSA	0-1-CFA	60
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	SALSA	0-1-CFA	72
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	SALSA	1-CFA	247
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	SALSA	1-CFA	188
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	SALSA	1-CFA	169
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	SALSA	1-CFA	184
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	SALSA	1-CFA	319
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	SALSA	1-CFA	235
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	SALSA	1-CFA	177
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	SALSA	1-CFA	299
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	SALSA	1-CFA	204
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	SALSA	1-CFA	311
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	SALSA	1-CFA	212
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	SALSA	1-CFA	152
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	SALSA	1-CFA	279
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	SALSA	1-CFA	288
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	SALSA	1-CFA	315
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	SALSA	1-CFA	292
castor-testcases.jar	Ltestcases/TC_BindingType_Map	SALSA	1-CFA	320
castor-testcases.jar	Ltestcases/TC_AccessMode_List	SALSA	1-CFA	315
castor-testcases.jar	Ltestcases/TC_VisibilityType_List	SALSA	1-CFA	348
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Set	SALSA	1-CFA	207
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	SALSA	1-CFA	220
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	SALSA	1-CFA	278
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	SALSA	1-CFA	261
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	SALSA	1-CFA	183
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	SALSA	1-CFA	225
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	SALSA	1-CFA	118
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	SALSA	1-CFA	124
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	SALSA	1-CFA	88
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	SALSA	1-CFA	220
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SALSA	1-CFA	85
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	SALSA	1-CFA	83
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	SALSA	1-CFA	108
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	SALSA	1-CFA	182
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	SALSA	1-CFA	158
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	SALSA	1-CFA	173
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	SALSA	1-CFA	96
castor-testcases.jar	Ltestcases/TC_BindingType_List	SALSA	1-CFA	158
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	SALSA	1-CFA	149
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	SALSA	1-CFA	92
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	SALSA	1-CFA	150
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	SALSA	1-CFA	82
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	SALSA	1-CFA	87
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	SALSA	1-CFA	160
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	SALSA	1-CFA	163
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	SALSA	1-CFA	149
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	SALSA	1-CFA	104
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	SALSA	1-CFA	103
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	SALSA	1-CFA	99
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	SALSA	1-CFA	158
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	SALSA	1-CFA	92
castor-testcases.jar	Ltestcases/TC_BindingType_Array	SALSA	1-CFA	113
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	SALSA	1-CFA	148
castor-testcases.jar	Ltestcases/TC_BindingType_Set	SALSA	1-CFA	189
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	SALSA	1-CFA	168
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	SALSA	1-CFA	262
castor-testcases.jar	Ltestcases/TC_BindingType2_List	SALSA	1-CFA	319
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	SALSA	1-CFA	293
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	SALSA	1-CFA	141
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	SALSA	1-CFA	79
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	SALSA	1-CFA	79
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	SALSA	1-CFA	77
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	SALSA	1-CFA	77
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	SALSA	1-CFA	77
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	SALSA	1-CFA	81
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	WALA	0-1-CFA	407
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	WALA	0-1-CFA	121
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	WALA	0-1-CFA	111
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	WALA	0-1-CFA	111
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	WALA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	WALA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	WALA	0-1-CFA	102
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	WALA	0-1-CFA	119
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	WALA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	WALA	0-1-CFA	114
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	WALA	0-1-CFA	98
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	WALA	0-1-CFA	84
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	WALA	0-1-CFA	93
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	WALA	0-1-CFA	113
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	WALA	0-1-CFA	135
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	WALA	0-1-CFA	120
castor-testcases.jar	Ltestcases/TC_BindingType_Map	WALA	0-1-CFA	115
castor-testcases.jar	Ltestcases/TC_AccessMode_List	WALA	0-1-CFA	112
castor-testcases.jar	Ltestcases/TC_VisibilityType_List	WALA	0-1-CFA	91
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Set	WALA	0-1-CFA	96
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	WALA	0-1-CFA	131
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	WALA	0-1-CFA	261
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	WALA	0-1-CFA	109
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	WALA	0-1-CFA	283
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	WALA	0-1-CFA	107
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	WALA	0-1-CFA	294
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	WALA	0-1-CFA	104
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	WALA	0-1-CFA	277
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	WALA	0-1-CFA	150
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	WALA	0-1-CFA	101
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	WALA	0-1-CFA	106
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	WALA	0-1-CFA	97
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	WALA	0-1-CFA	100
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	WALA	0-1-CFA	133
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	WALA	0-1-CFA	130
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	WALA	0-1-CFA	122
castor-testcases.jar	Ltestcases/TC_BindingType_List	WALA	0-1-CFA	110
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	WALA	0-1-CFA	106
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	WALA	0-1-CFA	130
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	WALA	0-1-CFA	98
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	WALA	0-1-CFA	77
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	WALA	0-1-CFA	108
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	WALA	0-1-CFA	98
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	WALA	0-1-CFA	100
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	WALA	0-1-CFA	87
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	WALA	0-1-CFA	89
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	WALA	0-1-CFA	89
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	WALA	0-1-CFA	89
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	WALA	0-1-CFA	275
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	WALA	0-1-CFA	102
castor-testcases.jar	Ltestcases/TC_BindingType_Array	WALA	0-1-CFA	292
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	WALA	0-1-CFA	120
castor-testcases.jar	Ltestcases/TC_BindingType_Set	WALA	0-1-CFA	239
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	WALA	0-1-CFA	119
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	WALA	0-1-CFA	257
castor-testcases.jar	Ltestcases/TC_BindingType2_List	WALA	0-1-CFA	178
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	WALA	0-1-CFA	311
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	WALA	0-1-CFA	165
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	WALA	0-1-CFA	99
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	WALA	0-1-CFA	98
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	WALA	0-1-CFA	83
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	WALA	0-1-CFA	86
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	WALA	0-1-CFA	86
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	WALA	0-1-CFA	87
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	WALA	1-CFA	506
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	WALA	1-CFA	507
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	WALA	1-CFA	441
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	WALA	1-CFA	233
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	WALA	1-CFA	229
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	WALA	1-CFA	209
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	WALA	1-CFA	229
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	WALA	1-CFA	265
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	WALA	1-CFA	222
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	WALA	1-CFA	230
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	WALA	1-CFA	246
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	WALA	1-CFA	418
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	WALA	1-CFA	443
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	WALA	1-CFA	565
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	WALA	1-CFA	461
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	WALA	1-CFA	487
castor-testcases.jar	Ltestcases/TC_BindingType_Map	WALA	1-CFA	365
castor-testcases.jar	Ltestcases/TC_AccessMode_List	WALA	1-CFA	267
castor-testcases.jar	Ltestcases/TC_VisibilityType_List	WALA	1-CFA	192
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Set	WALA	1-CFA	227
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	WALA	1-CFA	209
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	WALA	1-CFA	219
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	WALA	1-CFA	210
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	WALA	1-CFA	227
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	WALA	1-CFA	406
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	WALA	1-CFA	423
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	WALA	1-CFA	445
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	WALA	1-CFA	407
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	WALA	1-CFA	781
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	WALA	1-CFA	464
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	WALA	1-CFA	253
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	WALA	1-CFA	218
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	WALA	1-CFA	228
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	WALA	1-CFA	218
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	WALA	1-CFA	223
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	WALA	1-CFA	207
castor-testcases.jar	Ltestcases/TC_BindingType_List	WALA	1-CFA	252
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	WALA	1-CFA	437
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	WALA	1-CFA	462
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	WALA	1-CFA	452
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	WALA	1-CFA	452
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	WALA	1-CFA	491
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	WALA	1-CFA	285
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	WALA	1-CFA	216
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	WALA	1-CFA	215
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	WALA	1-CFA	226
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	WALA	1-CFA	228
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	WALA	1-CFA	207
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	WALA	1-CFA	213
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	WALA	1-CFA	262
castor-testcases.jar	Ltestcases/TC_BindingType_Array	WALA	1-CFA	441
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	WALA	1-CFA	444
castor-testcases.jar	Ltestcases/TC_BindingType_Set	WALA	1-CFA	447
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	WALA	1-CFA	453
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	WALA	1-CFA	512
castor-testcases.jar	Ltestcases/TC_BindingType2_List	WALA	1-CFA	270
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	WALA	1-CFA	208
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	WALA	1-CFA	215
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	WALA	1-CFA	223
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	WALA	1-CFA	225
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	WALA	1-CFA	208
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	WALA	1-CFA	212
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	WALA	1-CFA	265
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	WALA	1-CFA	449
james-testcases.jar	Ltestcases/TC_MailImpl_Array	SENECA	0-1-CFA	531
james-testcases.jar	Ltestcases/TC_MailImpl_Map	SENECA	0-1-CFA	416
james-testcases.jar	Ltestcases/TC_MailImpl_List	SENECA	0-1-CFA	611
james-testcases.jar	Ltestcases/TC_MailImpl_Set	SENECA	0-1-CFA	489
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	SENECA	0-1-CFA	387
james-testcases.jar	Ltestcases/TC_MailImpl_Array	SENECA	1-CFA	472
james-testcases.jar	Ltestcases/TC_MailImpl_Map	SENECA	1-CFA	339
james-testcases.jar	Ltestcases/TC_MailImpl_List	SENECA	1-CFA	540
james-testcases.jar	Ltestcases/TC_MailImpl_Set	SENECA	1-CFA	639
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	SENECA	1-CFA	496
james-testcases.jar	Ltestcases/TC_MailImpl_Array	SALSA	0-1-CFA	290
james-testcases.jar	Ltestcases/TC_MailImpl_Map	SALSA	0-1-CFA	338
james-testcases.jar	Ltestcases/TC_MailImpl_List	SALSA	0-1-CFA	171
james-testcases.jar	Ltestcases/TC_MailImpl_Set	SALSA	0-1-CFA	123
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	SALSA	0-1-CFA	183
james-testcases.jar	Ltestcases/TC_MailImpl_Array	SALSA	1-CFA	212
james-testcases.jar	Ltestcases/TC_MailImpl_Map	SALSA	1-CFA	185
james-testcases.jar	Ltestcases/TC_MailImpl_List	SALSA	1-CFA	162
james-testcases.jar	Ltestcases/TC_MailImpl_Set	SALSA	1-CFA	102
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	SALSA	1-CFA	238
james-testcases.jar	Ltestcases/TC_MailImpl_Array	WALA	0-1-CFA	326
james-testcases.jar	Ltestcases/TC_MailImpl_Map	WALA	0-1-CFA	292
james-testcases.jar	Ltestcases/TC_MailImpl_List	WALA	0-1-CFA	134
james-testcases.jar	Ltestcases/TC_MailImpl_Set	WALA	0-1-CFA	310
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	WALA	0-1-CFA	124
james-testcases.jar	Ltestcases/TC_MailImpl_Array	WALA	1-CFA	474
james-testcases.jar	Ltestcases/TC_MailImpl_Map	WALA	1-CFA	204
james-testcases.jar	Ltestcases/TC_MailImpl_List	WALA	1-CFA	208
james-testcases.jar	Ltestcases/TC_MailImpl_Set	WALA	1-CFA	199
james-testcases.jar	Ltestcases/TC_MailImpl_Simple	WALA	1-CFA	244
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SENECA	0-1-CFA	558
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	SENECA	0-1-CFA	368
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	SENECA	0-1-CFA	398
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	SENECA	0-1-CFA	394
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SENECA	0-1-CFA	400
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	SENECA	0-1-CFA	363
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	SENECA	0-1-CFA	298
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	SENECA	0-1-CFA	538
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	SENECA	0-1-CFA	286
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	SENECA	0-1-CFA	256
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	SENECA	0-1-CFA	261
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SENECA	0-1-CFA	187
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SENECA	0-1-CFA	247
jgraph-testcases.jar	Ltestcases/TC_JGraph_Map	SENECA	0-1-CFA	254
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Array	SENECA	0-1-CFA	192
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Set	SENECA	0-1-CFA	194
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SENECA	0-1-CFA	361
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Set	SENECA	0-1-CFA	395
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Map	SENECA	0-1-CFA	353
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SENECA	0-1-CFA	296
jgraph-testcases.jar	Ltestcases/TC_JGraph_Simple	SENECA	0-1-CFA	322
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Simple	SENECA	0-1-CFA	425
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SENECA	0-1-CFA	227
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SENECA	0-1-CFA	501
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SENECA	0-1-CFA	202
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SENECA	0-1-CFA	191
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Set	SENECA	0-1-CFA	234
jgraph-testcases.jar	Ltestcases/TC_JGraph_Array	SENECA	0-1-CFA	175
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SENECA	1-CFA	544
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Simple	SENECA	1-CFA	337
jgraph-testcases.jar	Ltestcases/TC_JGraph_Set	SENECA	1-CFA	475
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Array	SENECA	1-CFA	354
jgraph-testcases.jar	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SENECA	1-CFA	366
jgraph-testcases.jar	Ltestcases/TC_GraphLayoutCache_Simple	SENECA	1-CFA	136
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_Map	SENECA	1-CFA	211
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_Map	SENECA	1-CFA	178
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphCellEditor_List	SENECA	1-CFA	186
jgraph-testcases.jar	Ltestcases/TC_DefaultGraphModel_List	SENECA	1-CFA	185
jgraph-testcases.jar	Ltestcases/TC_JGraph_List	SENECA	1-CFA	347
