ProjectName	TestCase	ApproachName	Policy	Time (ms)	#Extra Iterations
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	SENECA	1-CFA	595	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	SENECA	1-CFA	575	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	SENECA	1-CFA	582	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	SENECA	1-CFA	671	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	SENECA	1-CFA	391	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	SENECA	1-CFA	567	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	SENECA	1-CFA	421	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	SENECA	1-CFA	472	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	SENECA	1-CFA	634	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SENECA	1-CFA	454	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	SENECA	1-CFA	429	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	SENECA	1-CFA	555	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	SENECA	1-CFA	571	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	SENECA	1-CFA	549	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	SENECA	1-CFA	538	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	SENECA	1-CFA	431	3
castor-testcases.jar	Ltestcases/TC_BindingType_List	SENECA	1-CFA	568	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	SENECA	1-CFA	499	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	SENECA	1-CFA	470	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	SENECA	1-CFA	561	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	SENECA	1-CFA	537	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	SENECA	1-CFA	480	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	SENECA	1-CFA	538	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	SENECA	1-CFA	634	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	SENECA	1-CFA	666	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	SENECA	1-CFA	430	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	SENECA	1-CFA	488	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	SENECA	1-CFA	453	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	SENECA	1-CFA	650	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	SENECA	1-CFA	463	3
castor-testcases.jar	Ltestcases/TC_BindingType_Array	SENECA	1-CFA	535	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	SENECA	1-CFA	556	3
castor-testcases.jar	Ltestcases/TC_BindingType_Set	SENECA	1-CFA	547	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	SENECA	1-CFA	548	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	SENECA	1-CFA	615	3
castor-testcases.jar	Ltestcases/TC_BindingType2_List	SENECA	1-CFA	558	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	SENECA	1-CFA	494	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	SENECA	1-CFA	534	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	SENECA	1-CFA	580	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	SENECA	1-CFA	652	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	SENECA	1-CFA	455	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	SENECA	1-CFA	510	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	SENECA	1-CFA	583	3
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	SENECA	1-CFA	404	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	SALSA	0-1-CFA	293	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	SALSA	0-1-CFA	113	2
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	SALSA	0-1-CFA	70	2
