ProjectName	TestCase	ApproachName	Policy	Time (ms)	#Extra Iterations
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Map	SENECA	1-CFA	1052	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Map	SENECA	1-CFA	975	3
batik-testcases.jar	Ltestcases/TC_PadMode_Array	SENECA	1-CFA	547	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Array	SENECA	1-CFA	566	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Set	SENECA	1-CFA	1107	3
batik-testcases.jar	Ltestcases/TC_PadMode_List	SENECA	1-CFA	749	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_List	SENECA	1-CFA	1099	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Set	SENECA	1-CFA	838	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Map	SENECA	1-CFA	854	3
batik-testcases.jar	Ltestcases/TC_PadMode_Map	SENECA	1-CFA	774	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Simple	SENECA	1-CFA	713	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_List	SENECA	1-CFA	849	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_List	SENECA	1-CFA	905	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Set	SENECA	1-CFA	1013	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Array	SENECA	1-CFA	824	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Set	SENECA	1-CFA	958	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Simple	SENECA	1-CFA	932	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Array	SENECA	1-CFA	704	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Simple	SENECA	1-CFA	845	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Simple	SENECA	1-CFA	838	3
batik-testcases.jar	Ltestcases/TC_PadMode_Simple	SALSA	0-1-CFA	282	2
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Array	SALSA	0-1-CFA	126	2
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Map	SALSA	0-1-CFA	375	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_List	SALSA	0-1-CFA	242	3
batik-testcases.jar	Ltestcases/TC_PadMode_Set	SALSA	0-1-CFA	210	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Map	SALSA	0-1-CFA	870	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Map	SALSA	0-1-CFA	182	3
batik-testcases.jar	Ltestcases/TC_PadMode_Array	SALSA	0-1-CFA	158	2
batik-testcases.jar	Ltestcases/TC_CompositeRule_Array	SALSA	0-1-CFA	62	2
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Set	SALSA	0-1-CFA	170	3
batik-testcases.jar	Ltestcases/TC_PadMode_List	SALSA	0-1-CFA	292	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_List	SALSA	0-1-CFA	712	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Set	SALSA	0-1-CFA	185	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Map	SALSA	0-1-CFA	165	3
batik-testcases.jar	Ltestcases/TC_PadMode_Map	SALSA	0-1-CFA	200	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Simple	SALSA	0-1-CFA	59	2
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_List	SALSA	0-1-CFA	189	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_List	SALSA	0-1-CFA	153	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Set	SALSA	0-1-CFA	99	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Array	SALSA	0-1-CFA	667	2
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Set	SALSA	0-1-CFA	600	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Simple	SALSA	0-1-CFA	147	2
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Array	SALSA	0-1-CFA	114	2
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Simple	SALSA	0-1-CFA	104	2
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Simple	SALSA	0-1-CFA	615	3
batik-testcases.jar	Ltestcases/TC_PadMode_Simple	SALSA	1-CFA	254	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Array	SALSA	1-CFA	128	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Map	SALSA	1-CFA	217	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_List	SALSA	1-CFA	143	3
batik-testcases.jar	Ltestcases/TC_PadMode_Set	SALSA	1-CFA	82	2
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Map	SALSA	1-CFA	619	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Map	SALSA	1-CFA	131	3
batik-testcases.jar	Ltestcases/TC_PadMode_Array	SALSA	1-CFA	76	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Array	SALSA	1-CFA	77	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Set	SALSA	1-CFA	75	2
batik-testcases.jar	Ltestcases/TC_PadMode_List	SALSA	1-CFA	129	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_List	SALSA	1-CFA	874	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Set	SALSA	1-CFA	146	2
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Map	SALSA	1-CFA	132	3
batik-testcases.jar	Ltestcases/TC_PadMode_Map	SALSA	1-CFA	128	3
batik-testcases.jar	Ltestcases/TC_CompositeRule_Simple	SALSA	1-CFA	75	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_List	SALSA	1-CFA	129	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_List	SALSA	1-CFA	132	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Set	SALSA	1-CFA	79	2
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Array	SALSA	1-CFA	575	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Set	SALSA	1-CFA	984	3
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Simple	SALSA	1-CFA	205	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Array	SALSA	1-CFA	101	3
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Simple	SALSA	1-CFA	88	3
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Simple	SALSA	1-CFA	409	2
batik-testcases.jar	Ltestcases/TC_PadMode_Simple	WALA	0-1-CFA	398	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Array	WALA	0-1-CFA	214	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Map	WALA	0-1-CFA	223	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_List	WALA	0-1-CFA	169	0
batik-testcases.jar	Ltestcases/TC_PadMode_Set	WALA	0-1-CFA	209	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Map	WALA	0-1-CFA	548	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Map	WALA	0-1-CFA	122	0
batik-testcases.jar	Ltestcases/TC_PadMode_Array	WALA	0-1-CFA	134	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Array	WALA	0-1-CFA	83	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Set	WALA	0-1-CFA	84	0
batik-testcases.jar	Ltestcases/TC_PadMode_List	WALA	0-1-CFA	83	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_List	WALA	0-1-CFA	474	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Set	WALA	0-1-CFA	314	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Map	WALA	0-1-CFA	322	0
batik-testcases.jar	Ltestcases/TC_PadMode_Map	WALA	0-1-CFA	157	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Simple	WALA	0-1-CFA	251	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_List	WALA	0-1-CFA	199	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_List	WALA	0-1-CFA	78	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Set	WALA	0-1-CFA	88	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Array	WALA	0-1-CFA	478	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Set	WALA	0-1-CFA	268	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Simple	WALA	0-1-CFA	88	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Array	WALA	0-1-CFA	306	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Simple	WALA	0-1-CFA	97	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Simple	WALA	0-1-CFA	629	0
batik-testcases.jar	Ltestcases/TC_PadMode_Simple	WALA	1-CFA	526	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Array	WALA	1-CFA	496	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Map	WALA	1-CFA	486	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_List	WALA	1-CFA	354	0
batik-testcases.jar	Ltestcases/TC_PadMode_Set	WALA	1-CFA	229	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Map	WALA	1-CFA	1085	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Map	WALA	1-CFA	425	0
batik-testcases.jar	Ltestcases/TC_PadMode_Array	WALA	1-CFA	430	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Array	WALA	1-CFA	248	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Set	WALA	1-CFA	176	0
batik-testcases.jar	Ltestcases/TC_PadMode_List	WALA	1-CFA	178	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_List	WALA	1-CFA	891	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Set	WALA	1-CFA	411	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Map	WALA	1-CFA	432	0
batik-testcases.jar	Ltestcases/TC_PadMode_Map	WALA	1-CFA	297	0
batik-testcases.jar	Ltestcases/TC_CompositeRule_Simple	WALA	1-CFA	172	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_List	WALA	1-CFA	174	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_List	WALA	1-CFA	254	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Set	WALA	1-CFA	374	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Array	WALA	1-CFA	1087	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Set	WALA	1-CFA	929	0
batik-testcases.jar	Ltestcases/TC_ARGBChannel_Simple	WALA	1-CFA	384	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Array	WALA	1-CFA	376	0
batik-testcases.jar	Ltestcases/TC_TextNode_Anchor_Simple	WALA	1-CFA	349	0
batik-testcases.jar	Ltestcases/TC_AbstractDocument_Simple	WALA	1-CFA	833	0
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	SENECA	0-1-CFA	623	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	SENECA	0-1-CFA	514	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	SENECA	0-1-CFA	368	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	SENECA	0-1-CFA	252	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	SENECA	0-1-CFA	513	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	SENECA	0-1-CFA	397	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	SENECA	0-1-CFA	583	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	SENECA	0-1-CFA	715	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	SENECA	0-1-CFA	389	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	SENECA	0-1-CFA	603	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	SENECA	0-1-CFA	414	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	SENECA	0-1-CFA	756	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	SENECA	0-1-CFA	411	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	SENECA	0-1-CFA	664	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	SENECA	0-1-CFA	737	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	SENECA	0-1-CFA	693	3
castor-testcases.jar	Ltestcases/TC_BindingType_Map	SENECA	0-1-CFA	422	3
castor-testcases.jar	Ltestcases/TC_AccessMode_List	SENECA	0-1-CFA	575	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_List	SENECA	0-1-CFA	596	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Set	SENECA	0-1-CFA	653	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	SENECA	0-1-CFA	542	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	SENECA	0-1-CFA	659	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	SENECA	0-1-CFA	586	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	SENECA	0-1-CFA	367	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	SENECA	0-1-CFA	455	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	SENECA	0-1-CFA	495	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	SENECA	0-1-CFA	449	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	SENECA	0-1-CFA	383	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	SENECA	0-1-CFA	511	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SENECA	0-1-CFA	550	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	SENECA	0-1-CFA	497	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	SENECA	0-1-CFA	627	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	SENECA	0-1-CFA	576	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	SENECA	0-1-CFA	562	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	SENECA	0-1-CFA	665	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	SENECA	0-1-CFA	580	3
castor-testcases.jar	Ltestcases/TC_BindingType_List	SENECA	0-1-CFA	652	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	SENECA	0-1-CFA	580	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	SENECA	0-1-CFA	519	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	SENECA	0-1-CFA	636	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	SENECA	0-1-CFA	647	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	SENECA	0-1-CFA	678	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	SENECA	0-1-CFA	564	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	SENECA	0-1-CFA	678	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	SENECA	0-1-CFA	566	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	SENECA	0-1-CFA	498	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	SENECA	0-1-CFA	431	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	SENECA	0-1-CFA	395	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	SENECA	0-1-CFA	537	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	SENECA	0-1-CFA	383	3
castor-testcases.jar	Ltestcases/TC_BindingType_Array	SENECA	0-1-CFA	414	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	SENECA	0-1-CFA	517	3
castor-testcases.jar	Ltestcases/TC_BindingType_Set	SENECA	0-1-CFA	528	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	SENECA	0-1-CFA	414	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	SENECA	0-1-CFA	532	3
castor-testcases.jar	Ltestcases/TC_BindingType2_List	SENECA	0-1-CFA	544	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	SENECA	0-1-CFA	450	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	SENECA	0-1-CFA	511	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	SENECA	0-1-CFA	452	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	SENECA	0-1-CFA	489	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	SENECA	0-1-CFA	428	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	SENECA	0-1-CFA	425	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	SENECA	0-1-CFA	402	3
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	SENECA	0-1-CFA	409	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	SENECA	1-CFA	1042	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	SENECA	1-CFA	582	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	SENECA	1-CFA	489	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	SENECA	1-CFA	525	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	SENECA	1-CFA	571	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	SENECA	1-CFA	478	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	SENECA	1-CFA	568	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	SENECA	1-CFA	690	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	SENECA	1-CFA	534	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	SENECA	1-CFA	790	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	SENECA	1-CFA	509	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	SENECA	1-CFA	703	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	SENECA	1-CFA	547	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	SENECA	1-CFA	523	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	SENECA	1-CFA	562	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	SENECA	1-CFA	367	3
castor-testcases.jar	Ltestcases/TC_BindingType_Map	SENECA	1-CFA	527	3
castor-testcases.jar	Ltestcases/TC_AccessMode_List	SENECA	1-CFA	427	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_List	SENECA	1-CFA	330	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Set	SENECA	1-CFA	365	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Set	SENECA	1-CFA	365	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Map	SENECA	1-CFA	312	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Set	SENECA	1-CFA	279	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Set	SENECA	1-CFA	481	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Array	SENECA	1-CFA	381	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Set	SENECA	1-CFA	320	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Simple	SENECA	1-CFA	249	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Array	SENECA	1-CFA	237	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Map	SENECA	1-CFA	288	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Simple	SENECA	1-CFA	301	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Simple	SENECA	1-CFA	504	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Set	SENECA	1-CFA	371	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Map	SENECA	1-CFA	291	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Map	SENECA	1-CFA	284	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Map	SENECA	1-CFA	334	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_Array	SENECA	1-CFA	421	3
castor-testcases.jar	Ltestcases/TC_BindingType_List	SENECA	1-CFA	646	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_List	SENECA	1-CFA	380	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Simple	SENECA	1-CFA	330	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_List	SENECA	1-CFA	422	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Set	SENECA	1-CFA	469	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Array	SENECA	1-CFA	344	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Map	SENECA	1-CFA	326	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Map	SENECA	1-CFA	508	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_List	SENECA	1-CFA	419	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_Simple	SENECA	1-CFA	246	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Simple	SENECA	1-CFA	309	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Array	SENECA	1-CFA	349	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_List	SENECA	1-CFA	393	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Array	SENECA	1-CFA	265	3
castor-testcases.jar	Ltestcases/TC_BindingType_Array	SENECA	1-CFA	328	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Set	SENECA	1-CFA	586	3
castor-testcases.jar	Ltestcases/TC_BindingType_Set	SENECA	1-CFA	684	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Simple	SENECA	1-CFA	408	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Map	SENECA	1-CFA	370	3
castor-testcases.jar	Ltestcases/TC_BindingType2_List	SENECA	1-CFA	338	3
castor-testcases.jar	Ltestcases/TC_FieldTypeCollectionType_Array	SENECA	1-CFA	262	3
castor-testcases.jar	Ltestcases/TC_BindXmlAutoNamingType_List	SENECA	1-CFA	304	3
castor-testcases.jar	Ltestcases/TC_VisibilityType_Simple	SENECA	1-CFA	332	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Set	SENECA	1-CFA	543	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Array	SENECA	1-CFA	417	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Array	SENECA	1-CFA	516	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Array	SENECA	1-CFA	305	3
castor-testcases.jar	Ltestcases/TC_BindingType_Simple	SENECA	1-CFA	236	3
castor-testcases.jar	Ltestcases/TC_AccessMode_Set	SALSA	0-1-CFA	248	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_Simple	SALSA	0-1-CFA	60	2
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Simple	SALSA	0-1-CFA	70	2
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_Array	SALSA	0-1-CFA	62	2
castor-testcases.jar	Ltestcases/TC_AccessMode_Map	SALSA	0-1-CFA	112	3
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Simple	SALSA	0-1-CFA	72	2
castor-testcases.jar	Ltestcases/TC_EventListenerList_Set	SALSA	0-1-CFA	111	3
castor-testcases.jar	Ltestcases/TC_SqlDirtyType_List	SALSA	0-1-CFA	112	3
castor-testcases.jar	Ltestcases/TC_EventListenerList_Array	SALSA	0-1-CFA	65	2
castor-testcases.jar	Ltestcases/TC_FieldTypeVisibilityType_Map	SALSA	0-1-CFA	335	3
castor-testcases.jar	Ltestcases/TC_BindingType2_Simple	SALSA	0-1-CFA	92	2
castor-testcases.jar	Ltestcases/TC_VisibilityType_Set	SALSA	0-1-CFA	158	3
castor-testcases.jar	Ltestcases/TC_FieldMappingCollectionType_List	SALSA	0-1-CFA	269	3
castor-testcases.jar	Ltestcases/TC_TableAccessModeType_List	SALSA	0-1-CFA	135	3
castor-testcases.jar	Ltestcases/TC_ClassMappingAccessType_Map	SALSA	0-1-CFA	241	3
castor-testcases.jar	Ltestcases/TC_BindXmlNodeType_Map	SALSA	0-1-CFA	178	3
