ProjectName	TestCase	ApproachName	Policy	# Nodes	#Edges
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SALSA	1-CFA	2467	4913
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	SALSA	1-CFA	1694	3012
jgraph	Ltestcases/TC_JGraph_Set	SALSA	1-CFA	1736	3074
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	SALSA	1-CFA	1725	3054
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SALSA	1-CFA	2493	4930
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	SALSA	1-CFA	2194	4098
jgraph	Ltestcases/TC_DefaultGraphModel_Map	SALSA	1-CFA	2493	4930
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	SALSA	1-CFA	2499	4936
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	SALSA	1-CFA	2473	4919
jgraph	Ltestcases/TC_DefaultGraphModel_List	SALSA	1-CFA	2467	4913
jgraph	Ltestcases/TC_JGraph_List	SALSA	1-CFA	2467	4913
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SALSA	1-CFA	1719	3048
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SALSA	1-CFA	2467	4913
jgraph	Ltestcases/TC_JGraph_Map	SALSA	1-CFA	2493	4930
jgraph	Ltestcases/TC_DefaultGraphModel_Array	SALSA	1-CFA	1719	3048
jgraph	Ltestcases/TC_GraphLayoutCache_Set	SALSA	1-CFA	2236	4161
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SALSA	1-CFA	2493	4930
jgraph	Ltestcases/TC_DefaultGraphModel_Set	SALSA	1-CFA	1736	3074
jgraph	Ltestcases/TC_GraphLayoutCache_Map	SALSA	1-CFA	2955	5969
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SALSA	1-CFA	1736	3074
jgraph	Ltestcases/TC_JGraph_Simple	SALSA	1-CFA	1694	3012
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	SALSA	1-CFA	1715	3039
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SALSA	1-CFA	1719	3048
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SALSA	1-CFA	1736	3074
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SALSA	1-CFA	1694	3012
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SALSA	1-CFA	1694	3012
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	SALSA	1-CFA	1763	3109
jgraph	Ltestcases/TC_JGraph_Array	SALSA	1-CFA	1719	3048
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	WALA	0-1-CFA	1189	2672
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	WALA	0-1-CFA	1180	2648
jgraph	Ltestcases/TC_JGraph_Set	WALA	0-1-CFA	1195	2678
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	WALA	0-1-CFA	1190	2664
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	WALA	0-1-CFA	1197	2680
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	WALA	0-1-CFA	1376	3079
jgraph	Ltestcases/TC_DefaultGraphModel_Map	WALA	0-1-CFA	1197	2680
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	WALA	0-1-CFA	1202	2686
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	WALA	0-1-CFA	1194	2678
jgraph	Ltestcases/TC_DefaultGraphModel_List	WALA	0-1-CFA	1189	2672
jgraph	Ltestcases/TC_JGraph_List	WALA	0-1-CFA	1189	2672
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	WALA	0-1-CFA	1185	2658
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	WALA	0-1-CFA	1189	2672
jgraph	Ltestcases/TC_JGraph_Map	WALA	0-1-CFA	1197	2680
jgraph	Ltestcases/TC_DefaultGraphModel_Array	WALA	0-1-CFA	1185	2658
jgraph	Ltestcases/TC_GraphLayoutCache_Set	WALA	0-1-CFA	1391	3112
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	WALA	0-1-CFA	1197	2680
jgraph	Ltestcases/TC_DefaultGraphModel_Set	WALA	0-1-CFA	1195	2678
jgraph	Ltestcases/TC_GraphLayoutCache_Map	WALA	0-1-CFA	1393	3110
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	WALA	0-1-CFA	1195	2678
jgraph	Ltestcases/TC_JGraph_Simple	WALA	0-1-CFA	1180	2648
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	WALA	0-1-CFA	1185	2655
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	WALA	0-1-CFA	1185	2658
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	WALA	0-1-CFA	1195	2678
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	WALA	0-1-CFA	1180	2648
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	WALA	0-1-CFA	1180	2648
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	WALA	0-1-CFA	1200	2688
jgraph	Ltestcases/TC_JGraph_Array	WALA	0-1-CFA	1185	2658
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	WALA	1-CFA	3270	7092
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	WALA	1-CFA	3241	7013
jgraph	Ltestcases/TC_JGraph_Set	WALA	1-CFA	3276	7080
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	WALA	1-CFA	3259	7054
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	WALA	1-CFA	3280	7092
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	WALA	1-CFA	3677	8024
jgraph	Ltestcases/TC_DefaultGraphModel_Map	WALA	1-CFA	3280	7092
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	WALA	1-CFA	3286	7098
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	WALA	1-CFA	3276	7098
jgraph	Ltestcases/TC_DefaultGraphModel_List	WALA	1-CFA	3270	7092
jgraph	Ltestcases/TC_JGraph_List	WALA	1-CFA	3270	7092
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	WALA	1-CFA	3253	7048
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	WALA	1-CFA	3270	7092
jgraph	Ltestcases/TC_JGraph_Map	WALA	1-CFA	3280	7092
jgraph	Ltestcases/TC_DefaultGraphModel_Array	WALA	1-CFA	3253	7048
jgraph	Ltestcases/TC_GraphLayoutCache_Set	WALA	1-CFA	3715	8078
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	WALA	1-CFA	3280	7092
jgraph	Ltestcases/TC_DefaultGraphModel_Set	WALA	1-CFA	3276	7080
jgraph	Ltestcases/TC_GraphLayoutCache_Map	WALA	1-CFA	3714	8083
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	WALA	1-CFA	3276	7080
jgraph	Ltestcases/TC_JGraph_Simple	WALA	1-CFA	3241	7013
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	WALA	1-CFA	3249	7039
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	WALA	1-CFA	3253	7048
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	WALA	1-CFA	3276	7080
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	WALA	1-CFA	3241	7013
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	WALA	1-CFA	3241	7013
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	WALA	1-CFA	3287	7093
jgraph	Ltestcases/TC_JGraph_Array	WALA	1-CFA	3253	7048
jpf	Ltestcases/TC_Version_Simple	SENECA	0-1-CFA	884	1703
jpf	Ltestcases/TC_Version_Array	SENECA	0-1-CFA	894	1723
jpf	Ltestcases/TC_Version_Set	SENECA	0-1-CFA	1139	2415
jpf	Ltestcases/TC_Version_List	SENECA	0-1-CFA	1083	2286
jpf	Ltestcases/TC_Version_Map	SENECA	0-1-CFA	1100	2309
jpf	Ltestcases/TC_Version_Simple	SENECA	1-CFA	1842	3460
jpf	Ltestcases/TC_Version_Array	SENECA	1-CFA	1838	3416
jpf	Ltestcases/TC_Version_Set	SENECA	1-CFA	2757	5644
jpf	Ltestcases/TC_Version_List	SENECA	1-CFA	2593	5343
jpf	Ltestcases/TC_Version_Map	SENECA	1-CFA	2627	5375
jpf	Ltestcases/TC_Version_Simple	SALSA	0-1-CFA	781	1474
jpf	Ltestcases/TC_Version_Array	SALSA	0-1-CFA	780	1463
jpf	Ltestcases/TC_Version_Set	SALSA	0-1-CFA	1033	2178
jpf	Ltestcases/TC_Version_List	SALSA	0-1-CFA	977	2047
jpf	Ltestcases/TC_Version_Map	SALSA	0-1-CFA	991	2069
jpf	Ltestcases/TC_Version_Simple	SALSA	1-CFA	1795	3324
jpf	Ltestcases/TC_Version_Array	SALSA	1-CFA	1773	3257
jpf	Ltestcases/TC_Version_Set	SALSA	1-CFA	2705	5485
jpf	Ltestcases/TC_Version_List	SALSA	1-CFA	2543	5192
jpf	Ltestcases/TC_Version_Map	SALSA	1-CFA	2569	5209
jpf	Ltestcases/TC_Version_Simple	WALA	0-1-CFA	1188	2682
jpf	Ltestcases/TC_Version_Array	WALA	0-1-CFA	1194	2694
jpf	Ltestcases/TC_Version_Set	WALA	0-1-CFA	1245	2822
jpf	Ltestcases/TC_Version_List	WALA	0-1-CFA	1198	2708
jpf	Ltestcases/TC_Version_Map	WALA	0-1-CFA	1206	2716
jpf	Ltestcases/TC_Version_Simple	WALA	1-CFA	3312	7261
jpf	Ltestcases/TC_Version_Array	WALA	1-CFA	3326	7298
jpf	Ltestcases/TC_Version_Set	WALA	1-CFA	3489	7621
jpf	Ltestcases/TC_Version_List	WALA	1-CFA	3343	7342
jpf	Ltestcases/TC_Version_Map	WALA	1-CFA	3353	7342
log4j	Ltestcases/TC_LoggingEvent_Simple	SENECA	0-1-CFA	1603	3739
log4j	Ltestcases/TC_Level_Simple	SENECA	0-1-CFA	1269	2667
log4j	Ltestcases/TC_LogEvent_Array	SENECA	0-1-CFA	1607	3746
log4j	Ltestcases/TC_Level_Map	SENECA	0-1-CFA	1304	2767
log4j	Ltestcases/TC_Level_Array	SENECA	0-1-CFA	1266	2668
log4j	Ltestcases/TC_Level_Set	SENECA	0-1-CFA	1304	2768
log4j	Ltestcases/TC_LogEvent_List	SENECA	0-1-CFA	1618	3818
log4j	Ltestcases/TC_LoggingEvent_Set	SENECA	0-1-CFA	1623	3818
log4j	Ltestcases/TC_LogEvent_Map	SENECA	0-1-CFA	1630	3825
log4j	Ltestcases/TC_LoggingEvent_Map	SENECA	0-1-CFA	1631	3827
log4j	Ltestcases/TC_Level_List	SENECA	0-1-CFA	1279	2735
log4j	Ltestcases/TC_LoggingEvent_List	SENECA	0-1-CFA	1619	3820
log4j	Ltestcases/TC_LogEvent_Set	SENECA	0-1-CFA	1622	3816
log4j	Ltestcases/TC_LogEvent_Simple	SENECA	0-1-CFA	1602	3737
log4j	Ltestcases/TC_LoggingEvent_Array	SENECA	0-1-CFA	1608	3748
log4j	Ltestcases/TC_LoggingEvent_Simple	SENECA	1-CFA	3787	8814
log4j	Ltestcases/TC_Level_Simple	SENECA	1-CFA	2925	5881
log4j	Ltestcases/TC_LogEvent_Array	SENECA	1-CFA	3797	8829
log4j	Ltestcases/TC_Level_Map	SENECA	1-CFA	3132	6723
log4j	Ltestcases/TC_Level_Array	SENECA	1-CFA	2217	4175
log4j	Ltestcases/TC_Level_Set	SENECA	1-CFA	3128	6708
log4j	Ltestcases/TC_LogEvent_List	SENECA	1-CFA	4520	10678
log4j	Ltestcases/TC_LoggingEvent_Set	SENECA	1-CFA	4527	10687
log4j	Ltestcases/TC_LogEvent_Map	SENECA	1-CFA	4545	10708
log4j	Ltestcases/TC_LoggingEvent_Map	SENECA	1-CFA	4545	10708
log4j	Ltestcases/TC_Level_List	SENECA	1-CFA	3099	6693
log4j	Ltestcases/TC_LoggingEvent_List	SENECA	1-CFA	4520	10678
log4j	Ltestcases/TC_LogEvent_Set	SENECA	1-CFA	4527	10687
log4j	Ltestcases/TC_LogEvent_Simple	SENECA	1-CFA	3787	8814
log4j	Ltestcases/TC_LoggingEvent_Array	SENECA	1-CFA	3797	8829
log4j	Ltestcases/TC_LoggingEvent_Simple	SALSA	0-1-CFA	1450	3355
log4j	Ltestcases/TC_Level_Simple	SALSA	0-1-CFA	957	1954
log4j	Ltestcases/TC_LogEvent_Array	SALSA	0-1-CFA	1208	2672
log4j	Ltestcases/TC_Level_Map	SALSA	0-1-CFA	987	2041
log4j	Ltestcases/TC_Level_Array	SALSA	0-1-CFA	780	1447
log4j	Ltestcases/TC_Level_Set	SALSA	0-1-CFA	988	2045
log4j	Ltestcases/TC_LogEvent_List	SALSA	0-1-CFA	1391	3231
log4j	Ltestcases/TC_LoggingEvent_Set	SALSA	0-1-CFA	1395	3231
log4j	Ltestcases/TC_LogEvent_Map	SALSA	0-1-CFA	1400	3237
log4j	Ltestcases/TC_LoggingEvent_Map	SALSA	0-1-CFA	1400	3237
log4j	Ltestcases/TC_Level_List	SALSA	0-1-CFA	973	2019
log4j	Ltestcases/TC_LoggingEvent_List	SALSA	0-1-CFA	1391	3231
log4j	Ltestcases/TC_LogEvent_Set	SALSA	0-1-CFA	1395	3231
log4j	Ltestcases/TC_LogEvent_Simple	SALSA	0-1-CFA	1449	3353
log4j	Ltestcases/TC_LoggingEvent_Array	SALSA	0-1-CFA	1208	2672
log4j	Ltestcases/TC_LoggingEvent_Simple	SALSA	1-CFA	3582	8230
log4j	Ltestcases/TC_Level_Simple	SALSA	1-CFA	2447	4782
log4j	Ltestcases/TC_LogEvent_Array	SALSA	1-CFA	3592	8245
log4j	Ltestcases/TC_Level_Map	SALSA	1-CFA	2513	4962
log4j	Ltestcases/TC_Level_Array	SALSA	1-CFA	1737	3078
log4j	Ltestcases/TC_Level_Set	SALSA	1-CFA	1760	3112
log4j	Ltestcases/TC_LogEvent_List	SALSA	1-CFA	4316	10098
log4j	Ltestcases/TC_LoggingEvent_Set	SALSA	1-CFA	4321	10099
log4j	Ltestcases/TC_LogEvent_Map	SALSA	1-CFA	4334	10119
log4j	Ltestcases/TC_LoggingEvent_Map	SALSA	1-CFA	4334	10119
log4j	Ltestcases/TC_Level_List	SALSA	1-CFA	2487	4945
log4j	Ltestcases/TC_LoggingEvent_List	SALSA	1-CFA	4316	10098
log4j	Ltestcases/TC_LogEvent_Set	SALSA	1-CFA	4321	10099
log4j	Ltestcases/TC_LogEvent_Simple	SALSA	1-CFA	3582	8230
log4j	Ltestcases/TC_LoggingEvent_Array	SALSA	1-CFA	3592	8245
log4j	Ltestcases/TC_LoggingEvent_Simple	WALA	0-1-CFA	1587	3873
log4j	Ltestcases/TC_Level_Simple	WALA	0-1-CFA	1185	2657
log4j	Ltestcases/TC_LogEvent_Array	WALA	0-1-CFA	1592	3882
log4j	Ltestcases/TC_Level_Map	WALA	0-1-CFA	1202	2688
log4j	Ltestcases/TC_Level_Array	WALA	0-1-CFA	1190	2666
log4j	Ltestcases/TC_Level_Set	WALA	0-1-CFA	1201	2690
log4j	Ltestcases/TC_LogEvent_List	WALA	0-1-CFA	1594	3890
log4j	Ltestcases/TC_LoggingEvent_Set	WALA	0-1-CFA	1592	3885
log4j	Ltestcases/TC_LogEvent_Map	WALA	0-1-CFA	1601	3901
log4j	Ltestcases/TC_LoggingEvent_Map	WALA	0-1-CFA	1601	3901
log4j	Ltestcases/TC_Level_List	WALA	0-1-CFA	1194	2680
log4j	Ltestcases/TC_LoggingEvent_List	WALA	0-1-CFA	1594	3890
log4j	Ltestcases/TC_LogEvent_Set	WALA	0-1-CFA	1592	3885
log4j	Ltestcases/TC_LogEvent_Simple	WALA	0-1-CFA	1587	3873
log4j	Ltestcases/TC_LoggingEvent_Array	WALA	0-1-CFA	1592	3882
log4j	Ltestcases/TC_LoggingEvent_Simple	WALA	1-CFA	5031	12097
log4j	Ltestcases/TC_Level_Simple	WALA	1-CFA	3261	7045
log4j	Ltestcases/TC_LogEvent_Array	WALA	1-CFA	5041	12112
log4j	Ltestcases/TC_Level_Map	WALA	1-CFA	3299	7123
log4j	Ltestcases/TC_Level_Array	WALA	1-CFA	3272	7079
log4j	Ltestcases/TC_Level_Set	WALA	1-CFA	3300	7118
log4j	Ltestcases/TC_LogEvent_List	WALA	1-CFA	5049	12128
log4j	Ltestcases/TC_LoggingEvent_Set	WALA	1-CFA	5043	12121
log4j	Ltestcases/TC_LogEvent_Map	WALA	1-CFA	5065	12152
log4j	Ltestcases/TC_LoggingEvent_Map	WALA	1-CFA	5065	12152
log4j	Ltestcases/TC_Level_List	WALA	1-CFA	3289	7123
log4j	Ltestcases/TC_LoggingEvent_List	WALA	1-CFA	5049	12128
log4j	Ltestcases/TC_LogEvent_Set	WALA	1-CFA	5043	12121
log4j	Ltestcases/TC_LogEvent_Simple	WALA	1-CFA	5031	12097
log4j	Ltestcases/TC_LoggingEvent_Array	WALA	1-CFA	5041	12112
openjms	Ltestcases/TC_UnicastDelegate_Set	SENECA	0-1-CFA	1341	2866
openjms	Ltestcases/TC_UnicastDelegate_Map	SENECA	0-1-CFA	1348	2868
openjms	Ltestcases/TC_UnicastDelegate_Array	SENECA	0-1-CFA	1351	2849
openjms	Ltestcases/TC_UnicastDelegate_List	SENECA	0-1-CFA	1366	2922
openjms	Ltestcases/TC_UnicastDelegate_Simple	SENECA	0-1-CFA	1346	2840
openjms	Ltestcases/TC_UnicastDelegate_Set	SENECA	1-CFA	3444	6949
openjms	Ltestcases/TC_UnicastDelegate_Map	SENECA	1-CFA	3479	7056
openjms	Ltestcases/TC_UnicastDelegate_Array	SENECA	1-CFA	2722	5183
openjms	Ltestcases/TC_UnicastDelegate_List	SENECA	1-CFA	3453	7024
openjms	Ltestcases/TC_UnicastDelegate_Simple	SENECA	1-CFA	2712	5168
openjms	Ltestcases/TC_UnicastDelegate_Set	SALSA	0-1-CFA	1062	2245
openjms	Ltestcases/TC_UnicastDelegate_Map	SALSA	0-1-CFA	1059	2233
openjms	Ltestcases/TC_UnicastDelegate_Array	SALSA	0-1-CFA	854	1648
openjms	Ltestcases/TC_UnicastDelegate_List	SALSA	0-1-CFA	1047	2218
openjms	Ltestcases/TC_UnicastDelegate_Simple	SALSA	0-1-CFA	1030	2145
openjms	Ltestcases/TC_UnicastDelegate_Set	SALSA	1-CFA	2148	4015
openjms	Ltestcases/TC_UnicastDelegate_Map	SALSA	1-CFA	2876	5831
openjms	Ltestcases/TC_UnicastDelegate_Array	SALSA	1-CFA	2110	3960
openjms	Ltestcases/TC_UnicastDelegate_List	SALSA	1-CFA	2858	5825
openjms	Ltestcases/TC_UnicastDelegate_Simple	SALSA	1-CFA	2100	3945
openjms	Ltestcases/TC_UnicastDelegate_Set	WALA	0-1-CFA	1270	2881
openjms	Ltestcases/TC_UnicastDelegate_Map	WALA	0-1-CFA	1272	2879
openjms	Ltestcases/TC_UnicastDelegate_Array	WALA	0-1-CFA	1260	2857
openjms	Ltestcases/TC_UnicastDelegate_List	WALA	0-1-CFA	1264	2871
openjms	Ltestcases/TC_UnicastDelegate_Simple	WALA	0-1-CFA	1255	2848
openjms	Ltestcases/TC_UnicastDelegate_Set	WALA	1-CFA	3662	7986
openjms	Ltestcases/TC_UnicastDelegate_Map	WALA	1-CFA	3661	7991
openjms	Ltestcases/TC_UnicastDelegate_Array	WALA	1-CFA	3634	7947
openjms	Ltestcases/TC_UnicastDelegate_List	WALA	1-CFA	3651	7991
openjms	Ltestcases/TC_UnicastDelegate_Simple	WALA	1-CFA	3624	7932
pooka	Ltestcases/TC_TreeItem_Set	SENECA	0-1-CFA	2524	5998
pooka	Ltestcases/TC_EventListenerList_Set	SENECA	0-1-CFA	2527	6003
pooka	Ltestcases/TC_EventListenerList_Array	SENECA	0-1-CFA	2530	5954
pooka	Ltestcases/TC_LexerPage_Simple	SENECA	0-1-CFA	2533	5973
pooka	Ltestcases/TC_InputStreamSource_Set	SENECA	0-1-CFA	2573	6102
pooka	Ltestcases/TC_LexerPage_Map	SENECA	0-1-CFA	2560	6075
pooka	Ltestcases/TC_InputStreamSource_List	SENECA	0-1-CFA	2568	6091
pooka	Ltestcases/TC_RecipientType_Map	SENECA	0-1-CFA	2558	6054
pooka	Ltestcases/TC_RecipientType2_Array	SENECA	0-1-CFA	2337	5416
pooka	Ltestcases/TC_RecipientType_Set	SENECA	0-1-CFA	2547	6039
pooka	Ltestcases/TC_RecipientType2_Simple	SENECA	0-1-CFA	2330	5399
pooka	Ltestcases/TC_EventListenerList_Simple	SENECA	0-1-CFA	2503	5908
pooka	Ltestcases/TC_LexerPage_List	SENECA	0-1-CFA	2551	6057
pooka	Ltestcases/TC_RecipientType_Simple	SENECA	0-1-CFA	2330	5399
pooka	Ltestcases/TC_LexerPage_Array	SENECA	0-1-CFA	2538	5982
pooka	Ltestcases/TC_InputStreamSource_Simple	SENECA	0-1-CFA	2549	6008
pooka	Ltestcases/TC_EventListenerList_List	SENECA	0-1-CFA	2522	5992
pooka	Ltestcases/TC_InputStreamSource_Map	SENECA	0-1-CFA	2584	6117
pooka	Ltestcases/TC_EventListenerList_Map	SENECA	0-1-CFA	2536	6014
pooka	Ltestcases/TC_TreeItem_Simple	SENECA	0-1-CFA	2326	5402
pooka	Ltestcases/TC_RecipientType_Array	SENECA	0-1-CFA	2337	5416
pooka	Ltestcases/TC_RecipientType_List	SENECA	0-1-CFA	2540	6024
pooka	Ltestcases/TC_InputStreamSource_Array	SENECA	0-1-CFA	2554	6017
pooka	Ltestcases/TC_TreeItem_List	SENECA	0-1-CFA	2519	5987
pooka	Ltestcases/TC_RecipientType2_Map	SENECA	0-1-CFA	2558	6054
pooka	Ltestcases/TC_RecipientType2_Set	SENECA	0-1-CFA	2547	6039
pooka	Ltestcases/TC_TreeItem_Map	SENECA	0-1-CFA	2533	6009
pooka	Ltestcases/TC_TreeItem_Array	SENECA	0-1-CFA	2333	5419
pooka	Ltestcases/TC_LexerPage_Set	SENECA	0-1-CFA	2556	6068
pooka	Ltestcases/TC_RecipientType2_List	SENECA	0-1-CFA	2540	6024
pooka	Ltestcases/TC_TreeItem_Set	SENECA	1-CFA	5056	11429
pooka	Ltestcases/TC_EventListenerList_Set	SENECA	1-CFA	5059	11472
pooka	Ltestcases/TC_EventListenerList_Array	SENECA	1-CFA	4301	9561
pooka	Ltestcases/TC_LexerPage_Simple	SENECA	1-CFA	4292	9560
pooka	Ltestcases/TC_InputStreamSource_Set	SENECA	1-CFA	5115	11530
pooka	Ltestcases/TC_LexerPage_Map	SENECA	1-CFA	5096	11519
pooka	Ltestcases/TC_InputStreamSource_List	SENECA	1-CFA	5100	11531
pooka	Ltestcases/TC_RecipientType_Map	SENECA	1-CFA	5074	11447
pooka	Ltestcases/TC_RecipientType2_Array	SENECA	1-CFA	4301	9560
pooka	Ltestcases/TC_RecipientType_Set	SENECA	1-CFA	5055	11409
pooka	Ltestcases/TC_RecipientType2_Simple	SENECA	1-CFA	4291	9536
pooka	Ltestcases/TC_EventListenerList_Simple	SENECA	1-CFA	4306	9600
pooka	Ltestcases/TC_LexerPage_List	SENECA	1-CFA	5062	11482
pooka	Ltestcases/TC_RecipientType_Simple	SENECA	1-CFA	4291	9536
pooka	Ltestcases/TC_LexerPage_Array	SENECA	1-CFA	4302	9573
pooka	Ltestcases/TC_InputStreamSource_Simple	SENECA	1-CFA	5068	11368
pooka	Ltestcases/TC_EventListenerList_List	SENECA	1-CFA	5040	11452
pooka	Ltestcases/TC_InputStreamSource_Map	SENECA	1-CFA	5134	11568
pooka	Ltestcases/TC_EventListenerList_Map	SENECA	1-CFA	5078	11511
pooka	Ltestcases/TC_TreeItem_Simple	SENECA	1-CFA	4292	9550
pooka	Ltestcases/TC_RecipientType_Array	SENECA	1-CFA	4301	9560
pooka	Ltestcases/TC_RecipientType_List	SENECA	1-CFA	5040	11410
pooka	Ltestcases/TC_InputStreamSource_Array	SENECA	1-CFA	4363	9681
pooka	Ltestcases/TC_TreeItem_List	SENECA	1-CFA	5041	11430
pooka	Ltestcases/TC_RecipientType2_Map	SENECA	1-CFA	5074	11447
pooka	Ltestcases/TC_RecipientType2_Set	SENECA	1-CFA	5055	11409
pooka	Ltestcases/TC_TreeItem_Map	SENECA	1-CFA	5075	11467
pooka	Ltestcases/TC_TreeItem_Array	SENECA	1-CFA	4302	9568
pooka	Ltestcases/TC_LexerPage_Set	SENECA	1-CFA	5077	11481
pooka	Ltestcases/TC_RecipientType2_List	SENECA	1-CFA	5040	11410
pooka	Ltestcases/TC_TreeItem_Set	SALSA	0-1-CFA	989	2050
pooka	Ltestcases/TC_EventListenerList_Set	SALSA	0-1-CFA	990	2052
pooka	Ltestcases/TC_EventListenerList_Array	SALSA	0-1-CFA	777	1443
pooka	Ltestcases/TC_LexerPage_Simple	SALSA	0-1-CFA	1138	2437
pooka	Ltestcases/TC_InputStreamSource_Set	SALSA	0-1-CFA	1017	2108
pooka	Ltestcases/TC_LexerPage_Map	SALSA	0-1-CFA	1158	2489
pooka	Ltestcases/TC_InputStreamSource_List	SALSA	0-1-CFA	1002	2080
pooka	Ltestcases/TC_RecipientType_Map	SALSA	0-1-CFA	985	2038
pooka	Ltestcases/TC_RecipientType2_Array	SALSA	0-1-CFA	780	1447
pooka	Ltestcases/TC_RecipientType_Set	SALSA	0-1-CFA	986	2042
pooka	Ltestcases/TC_RecipientType2_Simple	SALSA	0-1-CFA	770	1426
pooka	Ltestcases/TC_EventListenerList_Simple	SALSA	0-1-CFA	965	1994
pooka	Ltestcases/TC_LexerPage_List	SALSA	0-1-CFA	1142	2458
pooka	Ltestcases/TC_RecipientType_Simple	SALSA	0-1-CFA	768	1423
pooka	Ltestcases/TC_LexerPage_Array	SALSA	0-1-CFA	953	1891
pooka	Ltestcases/TC_InputStreamSource_Simple	SALSA	0-1-CFA	993	2024
pooka	Ltestcases/TC_EventListenerList_List	SALSA	0-1-CFA	975	2026
pooka	Ltestcases/TC_InputStreamSource_Map	SALSA	0-1-CFA	1016	2102
pooka	Ltestcases/TC_EventListenerList_Map	SALSA	0-1-CFA	989	2048
pooka	Ltestcases/TC_TreeItem_Simple	SALSA	0-1-CFA	772	1432
pooka	Ltestcases/TC_RecipientType_Array	SALSA	0-1-CFA	778	1444
pooka	Ltestcases/TC_RecipientType_List	SALSA	0-1-CFA	971	2016
pooka	Ltestcases/TC_InputStreamSource_Array	SALSA	0-1-CFA	812	1514
pooka	Ltestcases/TC_TreeItem_List	SALSA	0-1-CFA	974	2024
pooka	Ltestcases/TC_RecipientType2_Map	SALSA	0-1-CFA	987	2041
pooka	Ltestcases/TC_RecipientType2_Set	SALSA	0-1-CFA	988	2045
pooka	Ltestcases/TC_TreeItem_Map	SALSA	0-1-CFA	988	2046
pooka	Ltestcases/TC_TreeItem_Array	SALSA	0-1-CFA	781	1452
pooka	Ltestcases/TC_LexerPage_Set	SALSA	0-1-CFA	1157	2484
pooka	Ltestcases/TC_RecipientType2_List	SALSA	0-1-CFA	973	2019
pooka	Ltestcases/TC_TreeItem_Set	SALSA	1-CFA	1756	3112
pooka	Ltestcases/TC_EventListenerList_Set	SALSA	1-CFA	1795	3187
pooka	Ltestcases/TC_EventListenerList_Array	SALSA	1-CFA	1722	3051
pooka	Ltestcases/TC_LexerPage_Simple	SALSA	1-CFA	3268	7000
