ProjectName	TestCase	ApproachName	Policy	# Nodes	#Edges
castor	Ltestcases/TC_BindingType_Array	SALSA	0-1-CFA	778	1446
castor	Ltestcases/TC_FieldTypeCollectionType_Set	SALSA	0-1-CFA	987	2044
castor	Ltestcases/TC_BindingType_Set	SALSA	0-1-CFA	987	2044
castor	Ltestcases/TC_BindXmlNodeType_Simple	SALSA	0-1-CFA	769	1425
castor	Ltestcases/TC_BindingType2_Map	SALSA	0-1-CFA	986	2041
castor	Ltestcases/TC_BindingType2_List	SALSA	0-1-CFA	972	2019
castor	Ltestcases/TC_FieldTypeCollectionType_Array	SALSA	0-1-CFA	778	1446
castor	Ltestcases/TC_BindXmlAutoNamingType_List	SALSA	0-1-CFA	972	2018
castor	Ltestcases/TC_VisibilityType_Simple	SALSA	0-1-CFA	769	1425
castor	Ltestcases/TC_FieldTypeVisibilityType_Set	SALSA	0-1-CFA	987	2044
castor	Ltestcases/TC_BindingType2_Array	SALSA	0-1-CFA	777	1445
castor	Ltestcases/TC_BindXmlNodeType_Array	SALSA	0-1-CFA	778	1446
castor	Ltestcases/TC_FieldTypeVisibilityType_Array	SALSA	0-1-CFA	778	1446
castor	Ltestcases/TC_BindingType_Simple	SALSA	0-1-CFA	769	1425
castor	Ltestcases/TC_AccessMode_Set	SALSA	1-CFA	1772	3153
castor	Ltestcases/TC_TableAccessModeType_Simple	SALSA	1-CFA	1707	3045
castor	Ltestcases/TC_SqlDirtyType_Simple	SALSA	1-CFA	1703	3031
castor	Ltestcases/TC_SqlDirtyType_Array	SALSA	1-CFA	1727	3066
castor	Ltestcases/TC_AccessMode_Map	SALSA	1-CFA	2517	4984
castor	Ltestcases/TC_FieldTypeVisibilityType_Simple	SALSA	1-CFA	1705	3038
castor	Ltestcases/TC_EventListenerList_Set	SALSA	1-CFA	1755	3106
castor	Ltestcases/TC_SqlDirtyType_List	SALSA	1-CFA	2477	4933
castor	Ltestcases/TC_EventListenerList_Array	SALSA	1-CFA	1722	3051
castor	Ltestcases/TC_FieldTypeVisibilityType_Map	SALSA	1-CFA	2505	4957
castor	Ltestcases/TC_BindingType2_Simple	SALSA	1-CFA	1701	3024
castor	Ltestcases/TC_VisibilityType_Set	SALSA	1-CFA	1752	3107
castor	Ltestcases/TC_FieldMappingCollectionType_List	SALSA	1-CFA	2495	4996
castor	Ltestcases/TC_TableAccessModeType_List	SALSA	1-CFA	2481	4947
castor	Ltestcases/TC_ClassMappingAccessType_Map	SALSA	1-CFA	2507	4964
castor	Ltestcases/TC_BindXmlNodeType_Map	SALSA	1-CFA	2507	4964
castor	Ltestcases/TC_BindingType_Map	SALSA	1-CFA	2503	4950
castor	Ltestcases/TC_AccessMode_List	SALSA	1-CFA	2490	4964
castor	Ltestcases/TC_VisibilityType_List	SALSA	1-CFA	2479	4940
castor	Ltestcases/TC_BindXmlAutoNamingType_Set	SALSA	1-CFA	1750	3100
castor	Ltestcases/TC_SqlDirtyType_Set	SALSA	1-CFA	1750	3100
castor	Ltestcases/TC_FieldMappingCollectionType_Map	SALSA	1-CFA	2521	5013
castor	Ltestcases/TC_TableAccessModeType_Set	SALSA	1-CFA	1754	3114
castor	Ltestcases/TC_BindXmlNodeType_Set	SALSA	1-CFA	1754	3114
castor	Ltestcases/TC_FieldMappingCollectionType_Array	SALSA	1-CFA	1745	3129
castor	Ltestcases/TC_BindingType2_Set	SALSA	1-CFA	1751	3099
castor	Ltestcases/TC_ClassMappingAccessType_Simple	SALSA	1-CFA	1707	3045
castor	Ltestcases/TC_TableAccessModeType_Array	SALSA	1-CFA	1731	3080
castor	Ltestcases/TC_BindXmlAutoNamingType_Map	SALSA	1-CFA	2503	4950
castor	Ltestcases/TC_EventListenerList_Simple	SALSA	1-CFA	1710	3038
castor	Ltestcases/TC_BindXmlAutoNamingType_Simple	SALSA	1-CFA	1703	3031
castor	Ltestcases/TC_ClassMappingAccessType_Set	SALSA	1-CFA	1754	3114
castor	Ltestcases/TC_SqlDirtyType_Map	SALSA	1-CFA	2503	4950
castor	Ltestcases/TC_FieldTypeCollectionType_Map	SALSA	1-CFA	2517	4999
castor	Ltestcases/TC_TableAccessModeType_Map	SALSA	1-CFA	2507	4964
castor	Ltestcases/TC_BindXmlAutoNamingType_Array	SALSA	1-CFA	1727	3066
castor	Ltestcases/TC_BindingType_List	SALSA	1-CFA	2477	4933
castor	Ltestcases/TC_BindXmlNodeType_List	SALSA	1-CFA	2481	4947
castor	Ltestcases/TC_AccessMode_Simple	SALSA	1-CFA	1717	3073
castor	Ltestcases/TC_EventListenerList_List	SALSA	1-CFA	2482	4949
castor	Ltestcases/TC_FieldMappingCollectionType_Set	SALSA	1-CFA	1768	3163
castor	Ltestcases/TC_AccessMode_Array	SALSA	1-CFA	1741	3108
castor	Ltestcases/TC_EventListenerList_Map	SALSA	1-CFA	2508	4966
castor	Ltestcases/TC_VisibilityType_Map	SALSA	1-CFA	2505	4957
castor	Ltestcases/TC_FieldTypeCollectionType_List	SALSA	1-CFA	2491	4982
castor	Ltestcases/TC_FieldMappingCollectionType_Simple	SALSA	1-CFA	1721	3094
castor	Ltestcases/TC_FieldTypeCollectionType_Simple	SALSA	1-CFA	1717	3080
castor	Ltestcases/TC_VisibilityType_Array	SALSA	1-CFA	1729	3073
castor	Ltestcases/TC_ClassMappingAccessType_List	SALSA	1-CFA	2481	4947
castor	Ltestcases/TC_ClassMappingAccessType_Array	SALSA	1-CFA	1731	3080
castor	Ltestcases/TC_BindingType_Array	SALSA	1-CFA	1727	3066
castor	Ltestcases/TC_FieldTypeCollectionType_Set	SALSA	1-CFA	1764	3149
castor	Ltestcases/TC_BindingType_Set	SALSA	1-CFA	1750	3100
castor	Ltestcases/TC_BindXmlNodeType_Simple	SALSA	1-CFA	1707	3045
castor	Ltestcases/TC_BindingType2_Map	SALSA	1-CFA	2503	4946
castor	Ltestcases/TC_BindingType2_List	SALSA	1-CFA	2477	4929
castor	Ltestcases/TC_FieldTypeCollectionType_Array	SALSA	1-CFA	1741	3115
castor	Ltestcases/TC_BindXmlAutoNamingType_List	SALSA	1-CFA	2477	4933
castor	Ltestcases/TC_VisibilityType_Simple	SALSA	1-CFA	1705	3038
castor	Ltestcases/TC_FieldTypeVisibilityType_Set	SALSA	1-CFA	1752	3107
castor	Ltestcases/TC_BindingType2_Array	SALSA	1-CFA	1725	3059
castor	Ltestcases/TC_BindXmlNodeType_Array	SALSA	1-CFA	1731	3080
castor	Ltestcases/TC_FieldTypeVisibilityType_Array	SALSA	1-CFA	1729	3073
castor	Ltestcases/TC_BindingType_Simple	SALSA	1-CFA	1703	3031
castor	Ltestcases/TC_AccessMode_Set	WALA	0-1-CFA	1211	2707
castor	Ltestcases/TC_TableAccessModeType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_SqlDirtyType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_SqlDirtyType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_AccessMode_Map	WALA	0-1-CFA	1210	2703
castor	Ltestcases/TC_FieldTypeVisibilityType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_EventListenerList_Set	WALA	0-1-CFA	1198	2691
castor	Ltestcases/TC_SqlDirtyType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_EventListenerList_Array	WALA	0-1-CFA	1188	2667
castor	Ltestcases/TC_FieldTypeVisibilityType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_BindingType2_Simple	WALA	0-1-CFA	1183	2655
castor	Ltestcases/TC_VisibilityType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_FieldMappingCollectionType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_TableAccessModeType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_ClassMappingAccessType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_BindXmlNodeType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_BindingType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_AccessMode_List	WALA	0-1-CFA	1200	2689
castor	Ltestcases/TC_VisibilityType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_BindXmlAutoNamingType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_SqlDirtyType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_FieldMappingCollectionType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_TableAccessModeType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_BindXmlNodeType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_FieldMappingCollectionType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindingType2_Set	WALA	0-1-CFA	1201	2692
castor	Ltestcases/TC_ClassMappingAccessType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_TableAccessModeType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindXmlAutoNamingType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_EventListenerList_Simple	WALA	0-1-CFA	1183	2658
castor	Ltestcases/TC_BindXmlAutoNamingType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_ClassMappingAccessType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_SqlDirtyType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_FieldTypeCollectionType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_TableAccessModeType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_BindXmlAutoNamingType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindingType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_BindXmlNodeType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_AccessMode_Simple	WALA	0-1-CFA	1190	2665
castor	Ltestcases/TC_EventListenerList_List	WALA	0-1-CFA	1192	2681
castor	Ltestcases/TC_FieldMappingCollectionType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_AccessMode_Array	WALA	0-1-CFA	1196	2675
castor	Ltestcases/TC_EventListenerList_Map	WALA	0-1-CFA	1200	2689
castor	Ltestcases/TC_VisibilityType_Map	WALA	0-1-CFA	1201	2687
castor	Ltestcases/TC_FieldTypeCollectionType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_FieldMappingCollectionType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_FieldTypeCollectionType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_VisibilityType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_ClassMappingAccessType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_ClassMappingAccessType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindingType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_FieldTypeCollectionType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_BindingType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_BindXmlNodeType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_BindingType2_Map	WALA	0-1-CFA	1201	2688
castor	Ltestcases/TC_BindingType2_List	WALA	0-1-CFA	1193	2680
castor	Ltestcases/TC_FieldTypeCollectionType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindXmlAutoNamingType_List	WALA	0-1-CFA	1193	2679
castor	Ltestcases/TC_VisibilityType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_FieldTypeVisibilityType_Set	WALA	0-1-CFA	1199	2689
castor	Ltestcases/TC_BindingType2_Array	WALA	0-1-CFA	1189	2666
castor	Ltestcases/TC_BindXmlNodeType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_FieldTypeVisibilityType_Array	WALA	0-1-CFA	1189	2665
castor	Ltestcases/TC_BindingType_Simple	WALA	0-1-CFA	1184	2656
castor	Ltestcases/TC_AccessMode_Set	WALA	1-CFA	3313	7149
castor	Ltestcases/TC_TableAccessModeType_Simple	WALA	1-CFA	3255	7047
castor	Ltestcases/TC_SqlDirtyType_Simple	WALA	1-CFA	3251	7033
castor	Ltestcases/TC_SqlDirtyType_Array	WALA	1-CFA	3262	7067
castor	Ltestcases/TC_AccessMode_Map	WALA	1-CFA	3310	7150
castor	Ltestcases/TC_FieldTypeVisibilityType_Simple	WALA	1-CFA	3253	7040
castor	Ltestcases/TC_EventListenerList_Set	WALA	1-CFA	3295	7112
castor	Ltestcases/TC_SqlDirtyType_List	WALA	1-CFA	3279	7111
castor	Ltestcases/TC_EventListenerList_Array	WALA	1-CFA	3267	7073
castor	Ltestcases/TC_FieldTypeVisibilityType_Map	WALA	1-CFA	3291	7118
castor	Ltestcases/TC_BindingType2_Simple	WALA	1-CFA	3249	7026
castor	Ltestcases/TC_VisibilityType_Set	WALA	1-CFA	3292	7113
castor	Ltestcases/TC_FieldMappingCollectionType_List	WALA	1-CFA	3297	7174
castor	Ltestcases/TC_TableAccessModeType_List	WALA	1-CFA	3283	7125
castor	Ltestcases/TC_ClassMappingAccessType_Map	WALA	1-CFA	3293	7125
castor	Ltestcases/TC_BindXmlNodeType_Map	WALA	1-CFA	3293	7125
castor	Ltestcases/TC_BindingType_Map	WALA	1-CFA	3289	7111
castor	Ltestcases/TC_AccessMode_List	WALA	1-CFA	3293	7141
castor	Ltestcases/TC_VisibilityType_List	WALA	1-CFA	3281	7118
castor	Ltestcases/TC_BindXmlAutoNamingType_Set	WALA	1-CFA	3290	7106
castor	Ltestcases/TC_SqlDirtyType_Set	WALA	1-CFA	3290	7106
castor	Ltestcases/TC_FieldMappingCollectionType_Map	WALA	1-CFA	3307	7174
castor	Ltestcases/TC_TableAccessModeType_Set	WALA	1-CFA	3294	7120
castor	Ltestcases/TC_BindXmlNodeType_Set	WALA	1-CFA	3294	7120
castor	Ltestcases/TC_FieldMappingCollectionType_Array	WALA	1-CFA	3280	7130
castor	Ltestcases/TC_BindingType2_Set	WALA	1-CFA	3292	7107
castor	Ltestcases/TC_ClassMappingAccessType_Simple	WALA	1-CFA	3255	7047
castor	Ltestcases/TC_TableAccessModeType_Array	WALA	1-CFA	3266	7081
castor	Ltestcases/TC_BindXmlAutoNamingType_Map	WALA	1-CFA	3289	7111
castor	Ltestcases/TC_EventListenerList_Simple	WALA	1-CFA	3256	7049
castor	Ltestcases/TC_BindXmlAutoNamingType_Simple	WALA	1-CFA	3251	7033
castor	Ltestcases/TC_ClassMappingAccessType_Set	WALA	1-CFA	3294	7120
castor	Ltestcases/TC_SqlDirtyType_Map	WALA	1-CFA	3289	7111
castor	Ltestcases/TC_FieldTypeCollectionType_Map	WALA	1-CFA	3303	7160
castor	Ltestcases/TC_TableAccessModeType_Map	WALA	1-CFA	3293	7125
castor	Ltestcases/TC_BindXmlAutoNamingType_Array	WALA	1-CFA	3262	7067
castor	Ltestcases/TC_BindingType_List	WALA	1-CFA	3279	7111
castor	Ltestcases/TC_BindXmlNodeType_List	WALA	1-CFA	3283	7125
castor	Ltestcases/TC_AccessMode_Simple	WALA	1-CFA	3264	7062
castor	Ltestcases/TC_EventListenerList_List	WALA	1-CFA	3284	7117
castor	Ltestcases/TC_FieldMappingCollectionType_Set	WALA	1-CFA	3308	7169
castor	Ltestcases/TC_AccessMode_Array	WALA	1-CFA	3276	7097
castor	Ltestcases/TC_EventListenerList_Map	WALA	1-CFA	3294	7117
castor	Ltestcases/TC_VisibilityType_Map	WALA	1-CFA	3291	7118
castor	Ltestcases/TC_FieldTypeCollectionType_List	WALA	1-CFA	3293	7160
castor	Ltestcases/TC_FieldMappingCollectionType_Simple	WALA	1-CFA	3269	7096
castor	Ltestcases/TC_FieldTypeCollectionType_Simple	WALA	1-CFA	3265	7082
castor	Ltestcases/TC_VisibilityType_Array	WALA	1-CFA	3264	7074
castor	Ltestcases/TC_ClassMappingAccessType_List	WALA	1-CFA	3283	7125
castor	Ltestcases/TC_ClassMappingAccessType_Array	WALA	1-CFA	3266	7081
castor	Ltestcases/TC_BindingType_Array	WALA	1-CFA	3262	7067
castor	Ltestcases/TC_FieldTypeCollectionType_Set	WALA	1-CFA	3304	7155
castor	Ltestcases/TC_BindingType_Set	WALA	1-CFA	3290	7106
castor	Ltestcases/TC_BindXmlNodeType_Simple	WALA	1-CFA	3255	7047
castor	Ltestcases/TC_BindingType2_Map	WALA	1-CFA	3289	7106
castor	Ltestcases/TC_BindingType2_List	WALA	1-CFA	3279	7106
castor	Ltestcases/TC_FieldTypeCollectionType_Array	WALA	1-CFA	3276	7116
castor	Ltestcases/TC_BindXmlAutoNamingType_List	WALA	1-CFA	3279	7111
castor	Ltestcases/TC_VisibilityType_Simple	WALA	1-CFA	3253	7040
castor	Ltestcases/TC_FieldTypeVisibilityType_Set	WALA	1-CFA	3292	7113
castor	Ltestcases/TC_BindingType2_Array	WALA	1-CFA	3262	7062
castor	Ltestcases/TC_BindXmlNodeType_Array	WALA	1-CFA	3266	7081
castor	Ltestcases/TC_FieldTypeVisibilityType_Array	WALA	1-CFA	3264	7074
castor	Ltestcases/TC_BindingType_Simple	WALA	1-CFA	3251	7033
james	Ltestcases/TC_MailImpl_Array	SENECA	0-1-CFA	1343	3167
james	Ltestcases/TC_MailImpl_Map	SENECA	0-1-CFA	1545	3761
james	Ltestcases/TC_MailImpl_List	SENECA	0-1-CFA	1540	3748
james	Ltestcases/TC_MailImpl_Set	SENECA	0-1-CFA	1544	3759
james	Ltestcases/TC_MailImpl_Simple	SENECA	0-1-CFA	1338	3158
james	Ltestcases/TC_MailImpl_Array	SENECA	1-CFA	2920	6487
james	Ltestcases/TC_MailImpl_Map	SENECA	1-CFA	3681	8365
james	Ltestcases/TC_MailImpl_List	SENECA	1-CFA	3657	8339
james	Ltestcases/TC_MailImpl_Set	SENECA	1-CFA	3672	8339
james	Ltestcases/TC_MailImpl_Simple	SENECA	1-CFA	2910	6472
james	Ltestcases/TC_MailImpl_Array	SALSA	0-1-CFA	780	1449
james	Ltestcases/TC_MailImpl_Map	SALSA	0-1-CFA	987	2041
james	Ltestcases/TC_MailImpl_List	SALSA	0-1-CFA	973	2019
james	Ltestcases/TC_MailImpl_Set	SALSA	0-1-CFA	988	2046
james	Ltestcases/TC_MailImpl_Simple	SALSA	0-1-CFA	1056	2219
james	Ltestcases/TC_MailImpl_Array	SALSA	1-CFA	1728	3058
james	Ltestcases/TC_MailImpl_Map	SALSA	1-CFA	2502	4940
james	Ltestcases/TC_MailImpl_List	SALSA	1-CFA	2476	4923
james	Ltestcases/TC_MailImpl_Set	SALSA	1-CFA	1766	3113
james	Ltestcases/TC_MailImpl_Simple	SALSA	1-CFA	1718	3043
james	Ltestcases/TC_MailImpl_Array	WALA	0-1-CFA	1190	2667
james	Ltestcases/TC_MailImpl_Map	WALA	0-1-CFA	1202	2689
james	Ltestcases/TC_MailImpl_List	WALA	0-1-CFA	1194	2681
james	Ltestcases/TC_MailImpl_Set	WALA	0-1-CFA	1200	2691
james	Ltestcases/TC_MailImpl_Simple	WALA	0-1-CFA	1185	2658
james	Ltestcases/TC_MailImpl_Array	WALA	1-CFA	3262	7058
james	Ltestcases/TC_MailImpl_Map	WALA	1-CFA	3289	7102
james	Ltestcases/TC_MailImpl_List	WALA	1-CFA	3279	7102
james	Ltestcases/TC_MailImpl_Set	WALA	1-CFA	3290	7097
james	Ltestcases/TC_MailImpl_Simple	WALA	1-CFA	3252	7043
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SENECA	0-1-CFA	1500	3208
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	SENECA	0-1-CFA	1315	2621
jgraph	Ltestcases/TC_JGraph_Set	SENECA	0-1-CFA	1508	3237
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	SENECA	0-1-CFA	1499	3157
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SENECA	0-1-CFA	1510	3239
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	SENECA	0-1-CFA	1255	2570
jgraph	Ltestcases/TC_DefaultGraphModel_Map	SENECA	0-1-CFA	1510	3239
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	SENECA	0-1-CFA	1524	3261
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	SENECA	0-1-CFA	1514	3230
jgraph	Ltestcases/TC_DefaultGraphModel_List	SENECA	0-1-CFA	1500	3208
jgraph	Ltestcases/TC_JGraph_List	SENECA	0-1-CFA	1500	3208
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SENECA	0-1-CFA	1322	2639
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SENECA	0-1-CFA	1500	3208
jgraph	Ltestcases/TC_JGraph_Map	SENECA	0-1-CFA	1510	3239
jgraph	Ltestcases/TC_DefaultGraphModel_Array	SENECA	0-1-CFA	1322	2639
jgraph	Ltestcases/TC_GraphLayoutCache_Set	SENECA	0-1-CFA	1283	2678
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SENECA	0-1-CFA	1510	3239
jgraph	Ltestcases/TC_DefaultGraphModel_Set	SENECA	0-1-CFA	1508	3237
jgraph	Ltestcases/TC_GraphLayoutCache_Map	SENECA	0-1-CFA	1285	2675
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SENECA	0-1-CFA	1508	3237
jgraph	Ltestcases/TC_JGraph_Simple	SENECA	0-1-CFA	1315	2621
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	SENECA	0-1-CFA	1494	3148
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SENECA	0-1-CFA	1322	2639
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SENECA	0-1-CFA	1508	3237
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SENECA	0-1-CFA	1315	2621
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SENECA	0-1-CFA	1315	2621
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	SENECA	0-1-CFA	1522	3264
jgraph	Ltestcases/TC_JGraph_Array	SENECA	0-1-CFA	1322	2639
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SENECA	1-CFA	3016	6144
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	SENECA	1-CFA	2292	4295
jgraph	Ltestcases/TC_JGraph_Set	SENECA	1-CFA	3032	6142
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	SENECA	1-CFA	2304	4322
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SENECA	1-CFA	3049	6176
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	SENECA	1-CFA	2282	4265
jgraph	Ltestcases/TC_DefaultGraphModel_Map	SENECA	1-CFA	3049	6176
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	SENECA	1-CFA	3050	6178
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	SENECA	1-CFA	3017	6146
jgraph	Ltestcases/TC_DefaultGraphModel_List	SENECA	1-CFA	3016	6144
jgraph	Ltestcases/TC_JGraph_List	SENECA	1-CFA	3016	6144
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SENECA	1-CFA	2303	4320
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SENECA	1-CFA	3016	6144
jgraph	Ltestcases/TC_JGraph_Map	SENECA	1-CFA	3049	6176
jgraph	Ltestcases/TC_DefaultGraphModel_Array	SENECA	1-CFA	2303	4320
jgraph	Ltestcases/TC_GraphLayoutCache_Set	SENECA	1-CFA	3026	6109
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SENECA	1-CFA	3049	6176
jgraph	Ltestcases/TC_DefaultGraphModel_Set	SENECA	1-CFA	3032	6142
jgraph	Ltestcases/TC_GraphLayoutCache_Map	SENECA	1-CFA	3038	6136
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SENECA	1-CFA	3032	6142
jgraph	Ltestcases/TC_JGraph_Simple	SENECA	1-CFA	2292	4295
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	SENECA	1-CFA	2988	5972
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SENECA	1-CFA	2303	4320
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SENECA	1-CFA	3032	6142
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SENECA	1-CFA	2292	4295
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SENECA	1-CFA	2292	4295
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	SENECA	1-CFA	3038	6151
jgraph	Ltestcases/TC_JGraph_Array	SENECA	1-CFA	2303	4320
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_List	SALSA	0-1-CFA	968	2010
jgraph	Ltestcases/TC_DefaultGraphModel_Simple	SALSA	0-1-CFA	765	1418
jgraph	Ltestcases/TC_JGraph_Set	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Array	SALSA	0-1-CFA	780	1446
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Map	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_GraphLayoutCache_Simple	SALSA	0-1-CFA	1165	2425
jgraph	Ltestcases/TC_DefaultGraphModel_Map	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Map	SALSA	0-1-CFA	987	2038
jgraph	Ltestcases/TC_DefaultGraphCellEditor_List	SALSA	0-1-CFA	973	2016
jgraph	Ltestcases/TC_DefaultGraphModel_List	SALSA	0-1-CFA	968	2010
jgraph	Ltestcases/TC_JGraph_List	SALSA	0-1-CFA	968	2010
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Array	SALSA	0-1-CFA	775	1440
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_List	SALSA	0-1-CFA	968	2010
jgraph	Ltestcases/TC_JGraph_Map	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_DefaultGraphModel_Array	SALSA	0-1-CFA	775	1440
jgraph	Ltestcases/TC_GraphLayoutCache_Set	SALSA	0-1-CFA	1163	2408
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Map	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_DefaultGraphModel_Set	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_GraphLayoutCache_Map	SALSA	0-1-CFA	1163	2403
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Set	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_JGraph_Simple	SALSA	0-1-CFA	765	1418
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Simple	SALSA	0-1-CFA	977	2011
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Array	SALSA	0-1-CFA	775	1440
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Set	SALSA	0-1-CFA	982	2032
jgraph	Ltestcases/TC_AttributeMap_SerializablePoint2D_Simple	SALSA	0-1-CFA	765	1418
jgraph	Ltestcases/TC_AttributeMap_SerializableRectangle2D_Simple	SALSA	0-1-CFA	765	1418
jgraph	Ltestcases/TC_DefaultGraphCellEditor_Set	SALSA	0-1-CFA	988	2043
jgraph	Ltestcases/TC_JGraph_Array	SALSA	0-1-CFA	775	1440
