ProjectName,TestCase,ApproachName,Policy,Time (ms),#Extra Iterations
castor-testcases.jar,Ltestcases/TC_ClassMappingAccessType_Map,SENECA,1-CFA,603,3
castor-testcases.jar,Ltestcases/TC_BindXmlNodeType_Map,SENECA,1-CFA,629,3
castor-testcases.jar,Ltestcases/TC_BindingType_Map,SENECA,1-CFA,426,3
castor-testcases.jar,Ltestcases/TC_AccessMode_List,SENECA,1-CFA,305,3
castor-testcases.jar,Ltestcases/TC_VisibilityType_List,SENECA,1-CFA,300,3
castor-testcases.jar,Ltestcases/TC_BindXmlAutoNamingType_Set,SENECA,1-CFA,613,3
castor-testcases.jar,Ltestcases/TC_SqlDirtyType_Set,SENECA,1-CFA,396,3
castor-testcases.jar,Ltestcases/TC_FieldMappingCollectionType_Map,SENECA,1-CFA,294,3
castor-testcases.jar,Ltestcases/TC_TableAccessModeType_Set,SENECA,1-CFA,294,3
castor-testcases.jar,Ltestcases/TC_BindXmlNodeType_Set,SENECA,1-CFA,351,3
castor-testcases.jar,Ltestcases/TC_FieldMappingCollectionType_Array,SENECA,1-CFA,398,3
castor-testcases.jar,Ltestcases/TC_BindingType2_Set,SENECA,1-CFA,602,3
castor-testcases.jar,Ltestcases/TC_ClassMappingAccessType_Simple,SENECA,1-CFA,329,3
castor-testcases.jar,Ltestcases/TC_TableAccessModeType_Array,SENECA,1-CFA,245,3
castor-testcases.jar,Ltestcases/TC_BindXmlAutoNamingType_Map,SENECA,1-CFA,297,3
castor-testcases.jar,Ltestcases/TC_EventListenerList_Simple,SENECA,1-CFA,319,3
castor-testcases.jar,Ltestcases/TC_BindXmlAutoNamingType_Simple,SENECA,1-CFA,423,3
castor-testcases.jar,Ltestcases/TC_ClassMappingAccessType_Set,SENECA,1-CFA,578,3
castor-testcases.jar,Ltestcases/TC_SqlDirtyType_Map,SENECA,1-CFA,375,3
castor-testcases.jar,Ltestcases/TC_FieldTypeCollectionType_Map,SENECA,1-CFA,289,3
castor-testcases.jar,Ltestcases/TC_TableAccessModeType_Map,SENECA,1-CFA,329,3
castor-testcases.jar,Ltestcases/TC_BindXmlAutoNamingType_Array,SENECA,1-CFA,412,3
castor-testcases.jar,Ltestcases/TC_BindingType_List,SENECA,1-CFA,525,3
castor-testcases.jar,Ltestcases/TC_BindXmlNodeType_List,SENECA,1-CFA,473,3
castor-testcases.jar,Ltestcases/TC_AccessMode_Simple,SENECA,1-CFA,244,3
castor-testcases.jar,Ltestcases/TC_EventListenerList_List,SENECA,1-CFA,511,3
castor-testcases.jar,Ltestcases/TC_FieldMappingCollectionType_Set,SENECA,1-CFA,528,3
castor-testcases.jar,Ltestcases/TC_AccessMode_Array,SENECA,1-CFA,539,3
castor-testcases.jar,Ltestcases/TC_EventListenerList_Map,SENECA,1-CFA,395,3
castor-testcases.jar,Ltestcases/TC_VisibilityType_Map,SENECA,1-CFA,564,3
castor-testcases.jar,Ltestcases/TC_FieldTypeCollectionType_List,SENECA,1-CFA,601,3
castor-testcases.jar,Ltestcases/TC_FieldMappingCollectionType_Simple,SENECA,1-CFA,431,3
castor-testcases.jar,Ltestcases/TC_FieldTypeCollectionType_Simple,SENECA,1-CFA,342,3
castor-testcases.jar,Ltestcases/TC_VisibilityType_Array,SENECA,1-CFA,448,3
castor-testcases.jar,Ltestcases/TC_ClassMappingAccessType_List,SENECA,1-CFA,725,3
castor-testcases.jar,Ltestcases/TC_ClassMappingAccessType_Array,SENECA,1-CFA,466,3
castor-testcases.jar,Ltestcases/TC_BindingType_Array,SENECA,1-CFA,472,3
castor-testcases.jar,Ltestcases/TC_FieldTypeCollectionType_Set,SENECA,1-CFA,583,3
castor-testcases.jar,Ltestcases/TC_BindingType_Set,SENECA,1-CFA,536,3
castor-testcases.jar,Ltestcases/TC_BindXmlNodeType_Simple,SENECA,1-CFA,478,3
castor-testcases.jar,Ltestcases/TC_BindingType2_Map,SENECA,1-CFA,558,3
castor-testcases.jar,Ltestcases/TC_BindingType2_List,SENECA,1-CFA,571,3
castor-testcases.jar,Ltestcases/TC_FieldTypeCollectionType_Array,SENECA,1-CFA,443,3
castor-testcases.jar,Ltestcases/TC_BindXmlAutoNamingType_List,SENECA,1-CFA,520,3
castor-testcases.jar,Ltestcases/TC_VisibilityType_Simple,SENECA,1-CFA,497,3
castor-testcases.jar,Ltestcases/TC_FieldTypeVisibilityType_Set,SENECA,1-CFA,524,3
castor-testcases.jar,Ltestcases/TC_BindingType2_Array,SENECA,1-CFA,447,3
castor-testcases.jar,Ltestcases/TC_BindXmlNodeType_Array,SENECA,1-CFA,401,3
castor-testcases.jar,Ltestcases/TC_FieldTypeVisibilityType_Array,SENECA,1-CFA,458,3
castor-testcases.jar,Ltestcases/TC_BindingType_Simple,SENECA,1-CFA,447,3
castor-testcases.jar,Ltestcases/TC_AccessMode_Set,SALSA,0-1-CFA,314,3
castor-testcases.jar,Ltestcases/TC_TableAccessModeType_Simple,SALSA,0-1-CFA,137,2
castor-testcases.jar,Ltestcases/TC_SqlDirtyType_Simple,SALSA,0-1-CFA,72,2
castor-testcases.jar,Ltestcases/TC_SqlDirtyType_Array,SALSA,0-1-CFA,134,2
castor-testcases.jar,Ltestcases/TC_AccessMode_Map,SALSA,0-1-CFA,202,3
castor-testcases.jar,Ltestcases/TC_FieldTypeVisibilityType_Simple,SALSA,0-1-CFA,81,2
castor-testcases.jar,Ltestcases/TC_EventListenerList_Set,SALSA,0-1-CFA,242,3
castor-testcases.jar,Ltestcases/TC_SqlDirtyType_List,SALSA,0-1-CFA,176,3
castor-testcases.jar,Ltestcases/TC_EventListenerList_Array,SALSA,0-1-CFA,66,2
castor-testcases.jar,Ltestcases/TC_FieldTypeVisibilityType_Map,SALSA,0-1-CFA,244,3
castor-testcases.jar,Ltestcases/TC_BindingType2_Simple,SALSA,0-1-CFA,78,2
castor-testcases.jar,Ltestcases/TC_VisibilityType_Set,SALSA,0-1-CFA,144,3
castor-testcases.jar,Ltestcases/TC_FieldMappingCollectionType_List,SALSA,0-1-CFA,277,3
castor-testcases.jar,Ltestcases/TC_TableAccessModeType_List,SALSA,0-1-CFA,128,3
